,tweet,emotion,pre_clean_len,clean_text
497,Harry Eyres in Newsweek says @NationalGallery director prefers in-house option - he must now return to talks with us http://t.co/iuGR4GyhQu,not-relevant,139,harry eyres in newsweek says director prefers in house option he must now return to talks with us
498,{ @britishmuseum } #art #London #ttot #lp #vacation #trip #photography #photo #Travel #travelpics http://t.co/vkXkz5Wc64,nocode,120,art london ttot lp vacation trip photography photo travel travelpics
499,Innovation: The Emperor's New Clothes? Have a read of our discussion during the day http://t.co/T6CSMK9KcX @CamUnivMuseums @ukmcg,nocode,129,innovation the emperor s new clothes have a read of our discussion during the day
500,@RB_Rings @britishmuseum nice parallel!  Thanks.,happy,48,nice parallel thanks
501,"Spectacular! (@ Fitzwilliam Museum - @fitzmuseum_uk in Cambridge, Cambridgeshire) https://t.co/fs3Q3cVURE",happy,105,spectacular fitzwilliam museum in cambridge cambridgeshire
502,"rt""@britishmuseum: A pair of ancient Greek bronze greaves from 500 BC! http://t.co/5vMIikmKIM http://t.co/SFdv4lKMQ0""",nocode,117,rt a pair of ancient greek bronze greaves from bc
503,"advance notice: Museums as Method: Collections, Research, Universities conference @CamUnivMuseums @CRASSHlive Mar '16 http://t.co/4Zaefuig2k",nocode,140,advance notice museums as method collections research universities conference mar
504,"@soehraard_b @ConsortiumX @britishmuseum  No dancing, the hair is pulled over the face when mourning.",nocode,101,no dancing the hair is pulled over the face when mourning
505,@kettlesyard @steakandhonour My two favourite things!!,happy,54,my two favourite things
506,"Indigenous Australia: enduring civilisation. So good, no words! @britishmuseum",happy,78,indigenous australia enduring civilisation so good no words
507,Join us next week for an eye-opening workshop on anthropomorphism in art: http://t.... http://t.co/XGazRAUXko via @NationalGallery,nocode,130,join us next week for an eye opening workshop on anthropomorphism in art via
508,Call for Papers: On the relationship between art dealers and museums. Conference by @NationalGallery http://t.co/x8WFSVNr6p,nocode,123,call for papers on the relationship between art dealers and museums conference by
509,Years 3 &amp; 4 having a fantastic time at the @britishmuseum #mummies #aztec #history #education #romans http://t.co/NjKAQBARxM,happy,128,years having a fantastic time at the mummies aztec history education romans
510,Great to see the The Guardian's Exhbition of the week is our Jackson Pollock show at @TateLiverpool  http://t.co/P0EjGDjY4e,happy,123,great to see the the guardian s exhbition of the week is our jackson pollock show at
511,An exciting announcement soon :) @RAMMuseum #excited,happy,52,an exciting announcement soon excited
512,Project curator sought for South Africa exhibition @britishmuseum; closing date 26 June: https://t.co/xnnVSIteBC #twitterstorians #museums,not-relevant,138,project curator sought for south africa exhibition closing date june twitterstorians museums
513,Great talk @MuseumofCamb Weds night 7pm - what @kettlesyard will look like after its redevelopment http://t.co/UQnwUjiQzH,happy,121,great talk weds night pm what will look like after its redevelopment
514,@NationalGallery What's your favourite colour?,nocode,46,what s your favourite colour
515,@_TheWhitechapel what do you think of my biro illustrations? Pls RT. Thanks! http://t.co/kcfA0zJFDF http://t.co/TmmOiPjjQv,not-relevant,122,what do you think of my biro illustrations pls rt thanks
516,@Nephys @ConsortiumX @britishmuseum ah!,nocode,39,ah
517,@NationalGallery @greekisinart ART=FREEDOM Visited the gallery but unable to see the impressionist paintings belonging to collection.When up,sad,140,art freedom visited the gallery but unable to see the impressionist paintings belonging to collection when up
518,Many congratulations to Sir Nicholas Penny of @NationalGallery on his knighthood. His intro to London Art Week 2015: http://t.co/jF5XlN5wIM,nocode,139,many congratulations to sir nicholas penny of on his knighthood his intro to london art week
519,"Tour dates for Longford Castle, open only 28 days a year, are on sale now: http://... http://t.co/k5abwUMFxb via @NationalGallery",nocode,129,tour dates for longford castle open only days a year are on sale now via
520,Sunflowers compliments our #NorthbankInBloom perfectly! #summer @NationalGallery  https://t.co/leivOrUTqn,happy,105,sunflowers compliments our northbankinbloom perfectly summer
521,"@Bethlem_Gallery @samcurtisart @_TheWhitechapel Ooh, fab - just down the road from work so that's at least one lunch hour sorted!",happy,129,ooh fab just down the road from work so that s at least one lunch hour sorted
522,@sewyoursoul Oh Whistle jacket is my daughter's favourite picture in @NationalGallery ...she has her own route around it &amp; he's last.,happy,137,oh whistle jacket is my daughter s favourite picture in she has her own route around it he s last
523,@britishmuseum They are extremely beautiful. Thank you very much for sharing.,happy,77,they are extremely beautiful thank you very much for sharing
524,@NationalGallery one is surely a bird set free. But why a glass in the old age? Musical instrument epitomises songs of young heart,nocode,130,one is surely a bird set free but why a glass in the old age musical instrument epitomises songs of young heart
525,@britishmuseum @Sheanderthal And why is Father's Day and the solstice observed together? There is one theory: http://t.co/T6wTdeuifq,nocode,132,and why is father s day and the solstice observed together there is one theory
526,Get the story behind 6 must-see pieces @BritishMuseum #IndigenousAustralia exhibition http://t.co/ot0VMoFUvC http://t.co/Nbrvi4tqQz,nocode,131,get the story behind must see pieces indigenousaustralia exhibition
527,If you haven't checked out #TARA the TRUST FOR AFRICAN ROCK ART you should! TARA have teamed up w @BritishMuseum... http://t.co/UH00tqwuMA,happy,138,if you haven t checked out tara the trust for african rock art you should tara have teamed up w
528,@britishmuseum happy #waterloo day #waterloo200 http://t.co/x0T4dpKfJN,happy,70,happy waterloo day waterloo
529,@britishmuseum please add yourself to our website and app it's Free and you can offer vouchers! http://t.co/YzSkX9Efnz #familyday 0-19yrs,nocode,137,please add yourself to our website and app it s free and you can offer vouchers familyday yrs
530,"Lovely discussing art, #mentalhealth and #mindfulness with Rachel from @NationalGallery tonight @mcrartgallery.  #MAGwellbeing #sharing",happy,135,lovely discussing art mentalhealth and mindfulness with rachel from tonight magwellbeing sharing
531,The Rowena Markham Daily is out! http://t.co/mAMdE6ldt5 Stories via @_TheWhitechapel,nocode,84,the rowena markham daily is out stories via
532,the defining beauty exhibition at @britishmuseum was so overwhelmingly stunning today. it ends next week so PLEASE make it a priority + go.,happy,139,the defining beauty exhibition at was so overwhelmingly stunning today it ends next week so please make it a priority go
533,@LalitKModi ur the boss man! #BJP #Congress @narendramodi @britishmuseum @visitlondon @PMOIndia are all for your service. Come: @makeinindia,happy,140,ur the boss man bjp congress are all for your service come
534,.@britishmuseum have a #conferencing &amp; #event showcase on Wed 1 July from 6.45pm. RSVP to VenueHire@britishmuseum.org http://t.co/mWDsVEclvX,not-relevant,144,have a conferencing event showcase on wed july from pm rsvp to venuehire org
535,@NationalGallery we were @ the museum last week and wondered about the shadow on her face. Is that from the umbrella? It looks a bit odd.,nocode,137,we were the museum last week and wondered about the shadow on her face is that from the umbrella it looks a bit odd
536,@frizzychick @FitzMuseum_UK jealous of the museums you've got on your doorstep,nocode,78,jealous of the museums you ve got on your doorstep
537,This summer view the 'portraits of an icon' as @NationalGallery delve into the life of Audrey #Hepburn http://t.co/RxkuA6tav3,nocode,125,this summer view the portraits of an icon as delve into the life of audrey hepburn
538,Greatly enjoyed the #DefiningBeauty exhibition at the @britishmuseum: http://t.co/qlPUFtwaA2 http://t.co/XjnbuirXPZ,happy,115,greatly enjoyed the definingbeauty exhibition at the
539,#London #Soundscapes features new music composed in response to paintings in @NationalGallery: http://t.co/fBkUaTeHzh http://t.co/RPpcpKnt5O,nocode,140,london soundscapes features new music composed in response to paintings in
540,"James Richards devises a ""sonic filter"" for Bacon’s painting @_thewhitechapel http://t.co/UdL030Jh2F by @MaryGNguyen http://t.co/yAqtYMAgme",nocode,139,james richards devises a sonic filter for bacon s painting by
541,"Christopher Williams @_thewhitechapel Last weekend to see the show, which is excellent and should… https://t.co/neebEspOVl",happy,122,christopher williams last weekend to see the show which is excellent and should
542,Getting excited about telling aboriginal tales &amp; playing #didgeridoo @britishmuseum during tonight's sleepover http://t.co/ZXFf34SgAd,happy,137,getting excited about telling aboriginal tales playing didgeridoo during tonight s sleepover
543,@NationalGallery Which current living artist is most likely to be a highlight of the NG in 100 years? #AskTheGallery https://t.co/ytmnPnwTMm,nocode,140,which current living artist is most likely to be a highlight of the ng in years askthegallery
544,@tateliverpool Great stuff! I'll be there ASAP :0),happy,50,great stuff i ll be there asap
545,@WomenoftheWI @RAMMuseum   Wonderful!,happy,37,wonderful
546,City Of Liverpool News is out! http://t.co/JCtndf7HZG Stories via @tateliverpool @Biennial @MerseyMaritime,nocode,106,city of liverpool news is out stories via
547,"#Gainsborough was a leading portrait painter, but his private inclination was for landsca... http://t.co/hbLUujuZ0c via @NationalGallery",nocode,136,gainsborough was a leading portrait painter but his private inclination was for landsca via
548,"Handmade capes by Brazilian artist, Ricans Neuenchewander of London school children's fears. @_thewhitechapel #colour http://t.co/hhsOsojZOr",nocode,140,handmade capes by brazilian artist ricans neuenchewander of london school children s fears colour
549,Out with Y7 at the @britishmuseum  We've learnt about ancient Cyrus &amp; now enjoying the Greek &amp; Roman galleries! http://t.co/QZq80UH1bO,happy,142,out with y at the we ve learnt about ancient cyrus now enjoying the greek roman galleries
550,A little blue man. A @britishmuseum souvenir who has been there from the start! https://t.co/Iou9zr6ssn http://t.co/iIyRtboZFt,happy,126,a little blue man a souvenir who has been there from the start
551,Yummy lunch now to check out #waddesdon and #DefiningBeauty at @britishmuseum #self-authorisedsabbatical ;-),happy,108,yummy lunch now to check out waddesdon and definingbeauty at self authorisedsabbatical
552,"This looks great, so hard to decide which day to go to http://t.co/vnNOh5ly1r @BathDance @chaptertweets @ICIABath",happy,113,this looks great so hard to decide which day to go to
553,@LoudenStudio @PearlLamFineArt @NYAcademyofArt @NationalGallery A pleasure.Enjoying the catalogue immensely!Thanks!,happy,115,a pleasure enjoying the catalogue immensely thanks
554,@Asamsakti   Benvenuto Tisi A Pagan Sacrifice  1526 @NationalGallery  London  UK,nocode,80,benvenuto tisi a pagan sacrifice london uk
555,We want to celebrate kids creativity online! Enter our summer exhibition @Tate_StIves http://t.co/SbmINe79fR http://t.co/WFnAFQU0iV,nocode,131,we want to celebrate kids creativity online enter our summer exhibition
556,@Tate_StIves urges visitors to enjoy the sheer pleasure of colour here @LeedsArtGallery - please do http://t.co/6xRRkWUQCW,happy,122,urges visitors to enjoy the sheer pleasure of colour here please do
557,.@RhonddaBryant can you attend adjournment debate tomorrow #noprivatisation @NationalGallery #reinstatecandy @NGNotForSale @PCSCultureGroup,nocode,139,can you attend adjournment debate tomorrow noprivatisation reinstatecandy
558,Love history? Visit @britishmuseum today! Love history &amp; #RealAle ? Visit @tottenhamsoho open since 1826! http://t.co/tzYc3FIaBX,happy,132,love history visit today love history realale visit open since
559,@EncounterTT thank you for following me back. Great to meet you @RAMMuseum learning about #DefeatingDepression,happy,110,thank you for following me back great to meet you learning about defeatingdepression
560,Check out the @britishmuseum #Africanrockart image project: http://t.co/I5ifDiBYDn http://t.co/MWF5x6klvQ,nocode,105,check out the africanrockart image project
561,"@Tate_StIves The best activities, has the TATE.",happy,47,the best activities has the tate
562,"Tiger in a Tropical Storm (Surprised), by Henri Rousseau 1891 Oil on Canvas (@NationalGallery) http://t.co/jLflH0uUzC",nocode,117,tiger in a tropical storm surprised by henri rousseau oil on canvas
