,emotion,clean_text
3060,nocode,look happi
3061,nocode,perhap carv wood themat instead conceptu
3062,nocode,christoph william product line happi close week
3063,nocode,lll
3064,happy,hello cambridg fun today fed well time visit plot new art hous ventur
3065,nocode,big kayaktivist seattl shellno solidar striker shell sponsor
3066,happy,fantast news digitalpreserv goe live huge congratul u
3067,happy,rosetta stone
3068,happy,ilovemuseum torr strait dancer reconnect cultur
3069,nocode,wonder hitherto unknown treasur might lurk
3070,happy,insta see magnific th centuri sudaneselyr new free di
3071,happy,definit one best cocktail ever tri rembrandt cocktail
3072,nocode,jame gillray august
3073,nocode,beef wellington bonapart
3074,nocode,caravaggio paint behead st john baptist london sanjuan
3075,nocode,follow footstep buddha tomorrow bagrifound
3076,happy,good see art collect thx et al
3077,happy,thank look next week friday done
3078,not-relevant,anyon know artist china need assist oct pl rt spread word
3079,happy,thank rank u thing london w
3080,happy,mt look forward public engag event defeatdepress tonight
3081,nocode,upper arm guard
3082,happy,mesmeris
3083,not-relevant,nd genocid biafran promis buhari begun day unreport aerial bombard biafraland
3084,nocode,experi battlewaterloo dukeofwellington perspect waterloo
